COR CODEX — Super Matrix (27 Systems),,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOURCE_SYSTEM,ENTRY,ALCHEMY,ARCHETYPES,COLORS,CRYSTALS,DEITIES,ELEMENTS,FREQUENCY,GEOMANCY,GEOMETRY,I_CHING,KABBALAH,LETTERS_HEBREW,LETTERS_LATIN,MAJOR_ARCANA,MAYAN,METALS,MINOR_ARCANA,NOTES,NUMBERS,PHYSIOLOGY,PLANETS,PLANTS,PLATONIC_SOLIDS,VICES,VIRTUES,ZODIAC,CHAKRAS
PHYSIOLOGY,Skeletal system,Coagulation; Putrefactio; Fermentation; Conjunction; Rubedo; Distillation,The Father; The Mother; The King; The Shadow; The Lover; The Creator,Black; Green; Copper; Grey,SMOKY-QUARTZ; HEMATITE; JADE; MOSS-AGATE,Demeter [Greek]; Gaia [Greek]; Aphrodite [Greek]; Hades [Greek]; Freyja [Norse],Earth; Fire; Aether,174 Hz — Foundation; 147.85 Hz — Saturn; 285 Hz — Transformation; 183.58 Hz — Jupiter; 221.23 Hz — Venus; 126.22 Hz — Sun,Carcer — The Prison; Acquisitio — Gain; Conjunctio — Union; Fortuna Major — Greater Fortune; Tristitia — Sorrow; Puella — The Maiden,Square; Cube; Hexagon; Point; Circle; Triangle,02 — receptive (Kun); 52 — Keeping Still (Gen); 47 — Oppression (Kun); 14 — Possession (Da You); 04 — Youthful Folly (Meng); 01 — Creative (Qian),Malkuth (Kingdom); Binah (Understanding); Tiferet (Beauty),Tav; Daleth; Vav; Yod; Bet; Heh,C; D; F; G; T; V,XXI — The World; III — The Empress; XV — The Devil; X — Wheel of Fortune; IV — The Emperor; 0 — The Fool,Caban; Kan; Ahau; Lamat; Ik; Chicchan,Lead; Copper; Gold; Tin; Mercury; Silver,Ace of Pentacles; Ten of Pentacles; Five of Pentacles; King of Pentacles; Eight of Pentacles; Nine of Pentacles,F; C; A; F♯; C♯; D,8; 4; 10; 1; 3; 5,Skeletal system,♄ Saturn; ♀ Venus; ♃ Jupiter; ☉ Sun,Oak; Cedar; Wheat; Apple; Grain; Bay Laurel,Hexahedron; Dodecahedron; Tetrahedron; Octahedron; Icosahedron; Star Tetrahedron (Merkaba),"Repetition (Stagnation, Inertia); Avarice (Hoarding, Overproduction); Dogmatism (Fanaticism); Pride (Arrogance, Hubris, Vanity); Delusion (Illusion, Confusion); Aimlessness (False starts, Disarray)","Preservation (Survival, Resource awareness); Fertility (Abundance); Insight (Awareness, Light in darkness); Energy (Intensity, Creativity, Imagination); Joy (Celebration, Radiance); Harmony (Alignment, Balance, Trust)",♑ Capricorn; ♍ Virgo; ♉ Taurus; ♒ Aquarius,ROOT-MULADHARA; SOLAR-PLEXUS-MANIPURA; HEART-ANAHATA
PHYSIOLOGY,Skin,Conjunction; Fermentation; Rubedo; Sublimation; Calcination; Putrefactio,The Lover; The Mother; The Queen; The Father; The King; The Creator,Copper; Emerald; Pink; Gold,EMERALD; ROSE-QUARTZ; JADE; CITRINE,Aphrodite [Greek]; Freya [Norse]; Lakshmi [Hindu]; Freyja [Norse]; Hathor [Egyptian],Earth; Water; Fire,221.23 Hz — Venus; 639 Hz — Harmony/Connection; 183.58 Hz — Jupiter; 126.22 Hz — Sun; 207.36 Hz — Uranus; 963 Hz — Crown,Puella — The Maiden; Conjunctio — Union; Laetitia — Joy; Fortuna Major — Greater Fortune; Acquisitio — Gain; Caput Draconis — Dragon’s Head,Hexagon; Vesica Piscis; Circle; Dodecagon; Point; Flower of Life,31 — Influence (Xian); 14 — Possession (Da You); 01 — Creative (Qian); 34 — Great Power (Da Zhuang); 02 — receptive (Kun); 07 — Army (Shi),Netzach (Victory); Tiferet (Beauty); Chokmah (Wisdom),Peh; Gimel; Kaph; Heh; Daleth; Tav,P; E; C; L; A; I,III — The Empress; VI — The Lovers; X — Wheel of Fortune; XIX — The Sun; 0 — The Fool; XVI — The Tower,Lamat; Kan; Ahau; Caban; Men; Muluk,Copper; Tin; Gold; Aluminum; Iron; Mercury,Queen of Pentacles; Two of Cups; Queen of Cups; Six of Cups; Eight of Wands; Ten of Cups,A; F♯; C; D; C♯; F,6; 10; 1; 5; 3; 8,Skin,♀ Venus; ♃ Jupiter; ☉ Sun; ♅ Uranus,Rose; Apple Blossom; Jasmine; Apple; Oak; Bay Laurel,Hexahedron; Dodecahedron; Tetrahedron; Octahedron; Icosahedron; Star Tetrahedron (Merkaba),"Lust (Overindulgence, Hunger); Obsession (Attachment); Pride (Arrogance, Hubris, Vanity); Chaos (Disorder, Disarray); Dogmatism (Fanaticism); Dependence (Naïveté, Blind belief, Over-conformity)","Beauty (Grace, Magnetism, Delight); Fertility (Abundance); Harmony (Alignment, Balance, Trust); Joy (Celebration, Radiance); Energy (Intensity, Creativity, Imagination); Initiation (New life, Threshold)",♉ Taurus; ♎ Libra; ♐ Sagittarius; ♌ Leo,SACRAL-SVADHISTHANA; SOLAR-PLEXUS-MANIPURA; HEART-ANAHATA
PHYSIOLOGY,Spine,Rubedo; Fermentation; Calcination; Putrefactio; Sublimation; Mortificatio,The Father; The King; The Destroyer; The Shadow; The Hero; The Creator,Gold; Grey; Black; Blue,CITRINE; AMETHYST; AMBER; BLACK-ONYX,Hades [Greek]; Anubis [Egyptian]; Sekhmet [Egyptian]; Apollo [Greek]; Demeter [Greek],Fire; Earth; Aether,126.22 Hz — Sun; 147.85 Hz — Saturn; 183.58 Hz — Jupiter; 207.36 Hz — Uranus; 528 Hz — Miracles; 140.25 Hz — Pluto,Fortuna Major — Greater Fortune; Acquisitio — Gain; Tristitia — Sorrow; Cauda Draconis — Dragon’s Tail; Laetitia — Joy; Carcer — The Prison,Circle; Point; Triangle; Cube; Flower of Life; Dodecagon,14 — Possession (Da You); 01 — Creative (Qian); 23 — Splitting Apart (Bo); 47 — Oppression (Kun); 02 — receptive (Kun); 07 — Army (Shi),Tiferet (Beauty); Binah (Understanding); Kether (Crown),Heh; Shin; Aleph; Ayin; Tav; Nun,S; A; C; H; T; I,XIX — The Sun; XV — The Devil; X — Wheel of Fortune; XIII — Death; 0 — The Fool; IV — The Emperor,Ahau; Caban; Cimi; Men; Cib; Akbal,Gold; Lead; Aluminum; Tin; Plutonium; Mercury,Ten of Swords; Five of Wands; Four of Pentacles; Six of Wands; Eight of Swords; Ace of Pentacles,C; F♯; A♯; F; D; C♯,1; 8; 10; 13; 5; 11,Spine,☉ Sun; ♄ Saturn; ♅ Uranus; ♃ Jupiter,Bay Laurel; Oak; Mullein; Wormwood; Cedar; Frankincense,Dodecahedron; Hexahedron; Tetrahedron; Icosahedron; Octahedron; Star Tetrahedron (Merkaba),"Pride (Arrogance, Hubris, Vanity); Domination (Harshness); Chaos (Disorder, Disarray); Obsession (Attachment); Nihilism (Detachment); Paralysis (Fear, Indecision)","Joy (Celebration, Radiance); Energy (Intensity, Creativity, Imagination); Renewal (Transformation, Resurrection); Sovereignty (Authority, Nobility, Justice); Initiation (New life, Threshold); Preservation (Survival, Resource awareness)",♌ Leo; ♏ Scorpio; ♑ Capricorn; ♒ Aquarius,ROOT-MULADHARA; SOLAR-PLEXUS-MANIPURA; CROWN-SAHASRARA
PHYSIOLOGY,Stomach,Coagulation; Putrefactio; Conjunction; Fermentation; Rubedo; Distillation,The Mother; The Father; The King; The Lover; The Queen; The Creator,Green; Black; Copper; Grey,SMOKY-QUARTZ; HEMATITE; JADE; MOSS-AGATE,Demeter [Greek]; Gaia [Greek]; Aphrodite [Greek]; Freyja [Norse]; Hermes [Greek],Earth; Air; Fire,174 Hz — Foundation; 147.85 Hz — Saturn; 285 Hz — Transformation; 221.23 Hz — Venus; 126.22 Hz — Sun; 141.27 Hz — Mercury,Acquisitio — Gain; Carcer — The Prison; Conjunctio — Union; Fortuna Major — Greater Fortune; Puella — The Maiden; Albus — The White One,Square; Cube; Hexagon; Point; Line; Triangle,02 — receptive (Kun); 52 — Keeping Still (Gen); 04 — Youthful Folly (Meng); 01 — Creative (Qian); 14 — Possession (Da You); 31 — Influence (Xian),Malkuth (Kingdom); Binah (Understanding); Netzach (Victory),Daleth; Tav; Yod; Bet; Vav; Gimel,D; C; G; T; E; V,XXI — The World; III — The Empress; X — Wheel of Fortune; 0 — The Fool; V — The Hierophant; VI — The Lovers,Caban; Kan; Ahau; Lamat; Ik; Muluk,Copper; Lead; Gold; Tin; Mercury; Silver,Ace of Pentacles; Nine of Pentacles; Ten of Pentacles; Five of Pentacles; Eight of Pentacles; Queen of Pentacles,F; A; C; C♯; F♯; D,8; 4; 10; 6; 1; 3,Stomach,♀ Venus; ♄ Saturn; ♃ Jupiter; ☉ Sun,Oak; Cedar; Wheat; Apple; Grain; Rose,Hexahedron; Dodecahedron; Tetrahedron; Octahedron; Icosahedron; Star Tetrahedron (Merkaba),"Avarice (Hoarding, Overproduction); Repetition (Stagnation, Inertia); Pride (Arrogance, Hubris, Vanity); Delusion (Illusion, Confusion); Dogmatism (Fanaticism); Aimlessness (False starts, Disarray)","Preservation (Survival, Resource awareness); Fertility (Abundance); Insight (Awareness, Light in darkness); Beauty (Grace, Magnetism, Delight); Energy (Intensity, Creativity, Imagination); Joy (Celebration, Radiance)",♍ Virgo; ♑ Capricorn; ♉ Taurus; ♐ Sagittarius,ROOT-MULADHARA; SACRAL-SVADHISTHANA; SOLAR-PLEXUS-MANIPURA
PHYSIOLOGY,Thyroid,Distillation; Separation; Fermentation; Coagulation; Conjunction,The Priest; The Sage; The Father; The Trickster; The Explorer; The Healer,White; Gold; Orange; Yellow,SAPPHIRE; CLEAR-QUARTZ; AGATE; LAPIS,Thoth [Egyptian]; Hermes [Greek]; Raphael [Angelic]; Kuan Yin [Other]; Pontifex [Other],Aether; Air; Earth,741 Hz — Awakening; 528 Hz — Miracles; 852 Hz — Intuition; 141.27 Hz — Mercury; 13–30 Hz — Beta (Active Thinking); 174 Hz — Foundation,Albus — The White One; Conjunctio — Union; Fortuna Minor — Lesser Fortune; Puer — The Youth; Acquisitio — Gain; Puella — The Maiden,Line; Triangle; Square; Pentagram; Circle; Hexagram,20 — Contemplation (Guan); 48 — The Well (Jing); 26 — Great Taming (Da Chu); 57 — The Gentle (Xun); 04 — Youthful Folly (Meng); 11 — Peace (Tai),Tiferet (Beauty); Chesed (Mercy); Hod (Glory),Vav; Bet; Lamed; Zayin; Yod; Daleth,H; V; P; B; G; T,V — The Hierophant; IX — The Hermit; I — The Magician; 0 — The Fool; XIV — Temperance; VI — The Lovers,Eb; Men; Chuen; Caban; Manik; Cib,Tin; Mercury; Copper; Lead; Silver; Iron,Six of Pentacles; King of Pentacles; Eight of Swords; Ten of Pentacles; Eight of Wands; King of Cups,C♯; F♯; G; B; F; A,5; 8; 3; 6; 2; 7,Thyroid,♃ Jupiter; ☿ Mercury; ♄ Saturn; ☉ Sun,Frankincense; Sage; Lavender; Dill; Mint; Oak,Dodecahedron; Octahedron; Hexahedron; Icosahedron; Tetrahedron; Star Tetrahedron (Merkaba),"Dogmatism (Fanaticism); Aimlessness (False starts, Disarray); Frivolity (False optimism, Sentimentality); Delusion (Illusion, Confusion); Chaos (Disorder, Disarray); Paralysis (Fear, Indecision)","Clarity (Illumination, Healing, Vision); Freedom (Aspiration, Release); Preservation (Survival, Resource awareness); Devotion (Loyalty, Mercy, Compassion, Empathy); Insight (Awareness, Light in darkness); Energy (Intensity, Creativity, Imagination)",♉ Taurus; ♍ Virgo; ♐ Sagittarius; ♊ Gemini,ROOT-MULADHARA; SOLAR-PLEXUS-MANIPURA; THROAT-VISHUDDHA
PHYSIOLOGY,Tongue,Separation; Distillation; Fermentation; Coagulation; Sublimation,The Sage; The Trickster; The Explorer; The Priest; The Father; The Creator,White; Yellow; Orange; Blue,CITRINE; AGATE; FLUORITE; SAPPHIRE,Hermes [Greek]; Thoth [Egyptian]; Hermes Trismegistus [Other]; Quetzalcoatl [Aztec/Mayan]; Apollo [Greek],Air; Fire; Earth,741 Hz — Awakening; 141.27 Hz — Mercury; 528 Hz — Miracles; 13–30 Hz — Beta (Active Thinking); 174 Hz — Foundation; 207.36 Hz — Uranus,Conjunctio — Union; Albus — The White One; Puer — The Youth; Fortuna Major — Greater Fortune; Fortuna Minor — Lesser Fortune; Caput Draconis — Dragon’s Head,Line; Triangle; Pentagram; Square; Hexagram; Hexagon,57 — The Gentle (Xun); 04 — Youthful Folly (Meng); 26 — Great Taming (Da Chu); 20 — Contemplation (Guan); 43 — Breakthrough (Guai); 44 — Coming to Meet (Gou),Hod (Glory); Tiferet (Beauty); Chokmah (Wisdom),Vav; Bet; Heh; Zayin; Daleth; Aleph,H; B; V; T; A; W,V — The Hierophant; I — The Magician; 0 — The Fool; VI — The Lovers; IX — The Hermit; III — The Empress,Chuen; Ik; Caban; Men; Eb; Kan,Mercury; Copper; Lead; Silver; Gold; Aluminum,Page of Swords; Seven of Swords; Six of Pentacles; King of Pentacles; Ace of Swords; Knight of Wands,C♯; F♯; B; F; A,5; 11; 3; 1; 6; 2,Tongue,☿ Mercury; ☉ Sun; ♃ Jupiter; ♄ Saturn,Dill; Mint; Frankincense; Lavender; Sage; Mullein,Octahedron; Hexahedron; Tetrahedron; Icosahedron; Star Tetrahedron (Merkaba); Dodecahedron,"Frivolity (False optimism, Sentimentality); Dogmatism (Fanaticism); Aimlessness (False starts, Disarray); Pride (Arrogance, Hubris, Vanity); Chaos (Disorder, Disarray); Dependence (Naïveté, Blind belief, Over-conformity)","Clarity (Illumination, Healing, Vision); Insight (Awareness, Light in darkness); Energy (Intensity, Creativity, Imagination); Freedom (Aspiration, Release); Initiation (New life, Threshold); Preservation (Survival, Resource awareness)",♊ Gemini; ♍ Virgo; ♌ Leo; ♉ Taurus,ROOT-MULADHARA; SOLAR-PLEXUS-MANIPURA; THROAT-VISHUDDHA
PLANETS,☉ Sun,Citrinitas; Rubedo,The King; The Father; The Hero,Gold; Yellow; Orange,SUNSTONE; CITRINE; AMBER,Apollo [Greek]; Helios [Greek]; Surya [Hindu]; Sol [Other]; Sunna [Norse],Fire; Aether,126.22 Hz — Sun,Fortuna Major — Greater Fortune; Fortuna Minor — Lesser Fortune,Circle; Sphere,01 — Creative (Qian); 30 — Clinging (Li),Tiferet (Beauty),Shin; Resh,S; R,XIX — The Sun; IV — The Emperor,Ahau,Gold,Six of Wands; King of Wands,B,1,Heart; Eyes; Spine; Chest,☉ Sun,Bay Laurel; Sunflower; Heliotrope; Frankincense,Dodecahedron,"Pride (Arrogance, Hubris, Vanity); Domination (Harshness); Frivolity (False optimism, Sentimentality)","Sovereignty (Authority, Nobility, Justice); Joy (Celebration, Radiance); Confidence (Strength, Mastery)",♌ Leo,SOLAR-PLEXUS-MANIPURA; HEART-ANAHATA; CROWN-SAHASRARA
PLANETS,☽ Moon,Dissolution,The Mother; The Mystic,Silver; White; Indigo,MOONSTONE; PEARL; SELENITE,Selene [Greek]; Artemis [Greek]; Chandra [Hindu]; Ixchel [Other],Water,210.42 Hz — Moon,Via — The Path; Populus — The People,Vesica Piscis; Sphere,02 — receptive (Kun); 29 — Abyss (Kan),Yesod (Foundation),Mem; Qoph,M; Q,XVIII — The Moon; II — The High Priestess,Akbal; Muluk,Silver,Queen of Cups; Four of Cups,G♯,2,Stomach; Reproductive system; Blood,☽ Moon,Mugwort; Willow; Water Lily; Lotus,Icosahedron,"Delusion (Illusion, Confusion); Dependence (Naïveté, Blind belief, Over-conformity); Self-sacrifice (The shadow of service/martyrdom)","Devotion (Loyalty, Mercy, Compassion, Empathy); Harmony (Alignment, Balance, Trust); Insight (Awareness, Light in darkness)",♋ Cancer,SACRAL-SVADHISTHANA; AJNA-THIRD-EYE
PLANETS,☿ Mercury,Separation; Distillation,The Trickster; The Explorer; The Sage,Orange; Grey; Yellow,AGATE; FLUORITE; CLEAR-QUARTZ,Hermes [Greek]; Thoth [Egyptian]; Raphael [Angelic],Air,141.27 Hz — Mercury,Albus — The White One; Conjunctio — Union,Line; Triangle,57 — The Gentle (Xun); 56 — The Wanderer (Lv),Hod (Glory),Mem; Bet,M; B,I — The Magician,Chuen; Ik,Mercury,Page of Swords; Knight of Swords,C♯,3,Nervous system; Lungs; Tongue; Mouth,☿ Mercury,Lavender; Dill; Mint; Lemon Verbena,Octahedron,"Aimlessness (False starts, Disarray); Frivolity (False optimism, Sentimentality); Delusion (Illusion, Confusion)","Clarity (Illumination, Healing, Vision); Insight (Awareness, Light in darkness); Freedom (Aspiration, Release)",♊ Gemini; ♍ Virgo,THROAT-VISHUDDHA; AJNA-THIRD-EYE
PLANETS,♀ Venus,Conjunction,The Lover; The Queen; The Mother,Emerald; Pink; Copper,ROSE-QUARTZ; EMERALD; JADE; MALACHITE; PEARL; PERIDOT,Aphrodite [Greek]; Freya [Norse]; Freyja [Norse]; Inanna [Sumerian]; Ishtar [Sumerian]; Hathor [Egyptian]; Lakshmi [Hindu]; Haniel [Angelic]; Kuan Yin [Other],Earth; Air,221.23 Hz — Venus,Puella — The Maiden; Laetitia — Joy; Conjunctio — Union,Hexagon; Vesica Piscis,31 — Influence (Xian); 58 — The Joyful (Dui); 54 — Marrying Maiden (Gui Mei),Netzach (Victory),Vav; Daleth,V; D,III — The Empress; VI — The Lovers,Lamat,Copper,Two of Cups; Queen of Cups; Queen of Pentacles,A,6,Reproductive system; Kidneys; Skin,♀ Venus,Rose; Apple Blossom; Apple; Jasmine; Lily; Myrtle; Damiana; Ylang-ylang,Hexahedron,"Lust (Overindulgence, Hunger); Dependence (Naïveté, Blind belief, Over-conformity); Repetition (Stagnation, Inertia)","Fertility (Abundance); Beauty (Grace, Magnetism, Delight); Harmony (Alignment, Balance, Trust)",♉ Taurus; ♎ Libra,HEART-ANAHATA; SACRAL-SVADHISTHANA
PLANETS,♂ Mars,Calcination,The Warrior; The Hero; The Destroyer,Red; Crimson,BLOODSTONE; GARNET; RED-JASPER; RUBY,Ares [Greek]; Sekhmet [Egyptian]; Michael [Angelic]; Agni [Hindu],Fire,144.72 Hz — Mars,Puer — The Youth; Rubeus — The Red One,Triangle; Pentagram,51 — Aroused (Zhen); 07 — Army (Shi); 43 — Breakthrough (Guai),Geburah (Severity),Mem; Peh,M; P,XVI — The Tower; VII — The Chariot,Chicchan,Iron,Five of Wands; Knight of Wands,D,5,Blood; Muscular system; Adrenals,♂ Mars,Nettle; Chili; Cayenne; Garlic; Mustard Seed,Tetrahedron,"Violence (Aggression, Destruction, Abuse); Domination (Harshness); Pride (Arrogance, Hubris, Vanity)","Will (Drive, Resolve, Bravery); Energy (Intensity, Creativity, Imagination); Confidence (Strength, Mastery)",♈ Aries; ♏ Scorpio,SOLAR-PLEXUS-MANIPURA; ROOT-MULADHARA
PLANETS,♃ Jupiter,Fermentation,The King; The Sage; The Father,Blue; Gold,SAPPHIRE; LAPIS-LAZULI; AMETHYST; TOPAZ,Zeus [Greek]; Vishnu [Hindu]; Zadkiel [Angelic],Aether; Fire,183.58 Hz — Jupiter,Acquisitio — Gain; Fortuna Major — Greater Fortune,Dodecagon; Sphere,14 — Possession (Da You); 11 — Peace (Tai); 55 — Abundance (Feng),Chesed (Mercy),Yod; Kaph,J; K,X — Wheel of Fortune,Men,Tin,Ten of Pentacles; King of Pentacles; Ten of Cups,F♯,10,Liver,♃ Jupiter,Oak; Cedar; Olive; Pomegranate; Sage,Dodecahedron,"Dogmatism (Fanaticism); Pride (Arrogance, Hubris, Vanity); Avarice (Hoarding, Overproduction)","Sovereignty (Authority, Nobility, Justice); Joy (Celebration, Radiance); Fertility (Abundance)",♐ Sagittarius; ♓ Pisces,SOLAR-PLEXUS-MANIPURA; CROWN-SAHASRARA
PLANETS,♄ Saturn,Mortificatio; Coagulation; Putrefactio,The Sage; The Father; The Destroyer,Black; Grey,BLACK-ONYX; HEMATITE; SMOKY-QUARTZ; OBSIDIAN; JET,Kronos [Greek]; Cassiel [Angelic]; Shani [Other],Earth,147.85 Hz — Saturn,Carcer — The Prison; Tristitia — Sorrow,Cube,52 — Keeping Still (Gen); 12 — Standstill (Pi); 23 — Splitting Apart (Bo),Binah (Understanding),Shin; Tav,S; T,XXI — The World; XV — The Devil,Caban,Lead,Four of Pentacles; Five of Pentacles,D,8,Bones; Skeletal system; Spine; Skin,♄ Saturn,Cypress; Yew; Mandrake; Cedar,Hexahedron,"Repetition (Stagnation, Inertia); Dogmatism (Fanaticism); Paralysis (Fear, Indecision)","Preservation (Survival, Resource awareness); Insight (Awareness, Light in darkness); Clarity (Illumination, Healing, Vision)",♑ Capricorn; ♒ Aquarius,ROOT-MULADHARA
PLANETS,♅ Uranus,Sublimation,The Explorer; The Outlaw; The Trickster,Indigo; Blue,LABRADORITE; FLUORITE; AQUAMARINE,Ouranos [Other]; Prometheus [Greek]; Uriel [Angelic],Air; Aether,207.36 Hz — Uranus,Fortuna Minor — Lesser Fortune; Caput Draconis — Dragon’s Head,Octagon; Metatron's Cube,51 — Aroused (Zhen); 49 — Revolution (Ge),Chokmah (Wisdom),Vav; Aleph,U; A,0 — The Fool,Etznab; Cauac,Aluminum,Knight of Swords; Eight of Wands,G♯,11,Nervous system; Brain,♅ Uranus,Lavender; Eucalyptus; Pine,Octahedron,"Chaos (Disorder, Disarray); Aimlessness (False starts, Disarray); Delusion (Illusion, Confusion)","Freedom (Aspiration, Release); Clarity (Illumination, Healing, Vision); Insight (Awareness, Light in darkness)",♒ Aquarius,CROWN-SAHASRARA; THROAT-VISHUDDHA
PLANETS,♆ Neptune,Dissolution; Sublimation,The Mystic; The Healer; The Prophet,Violet; Indigo,AMETHYST; AQUAMARINE; MOONSTONE,Poseidon [Greek]; Varuna [Hindu]; Neptune [Other]; Kuan Yin [Other],Water; Aether,211.44 Hz — Neptune,Via — The Path; Populus — The People,Sphere; Flower of Life,29 — Abyss (Kan); 59 — Dispersion (Huan); 61 — Inner Truth (Zhong Fu),Kether (Crown),Nun; Mem,N; M,XII — The Hanged Man,Muluk; Akbal,Platinum,Seven of Cups; Queen of Cups,G♯,12,Pineal; Lymphatic system; Immune system,♆ Neptune,Blue Lotus; Lotus; Water Lily; Ayahuasca,Icosahedron,"Delusion (Illusion, Confusion); Self-sacrifice (The shadow of service/martyrdom); Dependence (Naïveté, Blind belief, Over-conformity)","Insight (Awareness, Light in darkness); Devotion (Loyalty, Mercy, Compassion, Empathy); Harmony (Alignment, Balance, Trust)",♓ Pisces,AJNA-THIRD-EYE; CROWN-SAHASRARA
PLANETS,♇ Pluto,Putrefactio; Mortificatio,The Destroyer; The Shadow; The Healer,Black; Crimson,OBSIDIAN; BLACK-TOURMALINE; MOLDAVITE; JET; GARNET,Pluto [Other]; Hades [Greek]; Ereshkigal [Sumerian]; Anubis [Egyptian]; Mictlantecuhtli [Aztec/Mayan],Water; Earth,140.25 Hz — Pluto,Cauda Draconis — Dragon’s Tail; Tristitia — Sorrow,Point; Metatron's Cube,23 — Splitting Apart (Bo); 43 — Breakthrough (Guai); 64 — Before Completion (Wei Ji),Malkuth (Kingdom),Peh; Nun,P; N,XIII — Death,Cimi,Plutonium,Ten of Swords; Five of Cups,C♯,13,Reproductive system; Blood,♇ Pluto,Mandrake; Nightshade; Poppy; Wormwood,Star Tetrahedron (Merkaba),"Obsession (Attachment); Nihilism (Detachment); Violence (Aggression, Destruction, Abuse)","Renewal (Transformation, Resurrection); Initiation (New life, Threshold); Insight (Awareness, Light in darkness)",♏ Scorpio,ROOT-MULADHARA; AJNA-THIRD-EYE
PLANTS,Angelica,Conjunction; Fermentation; Distillation; Coagulation; Calcination,The Healer; The Mother; The Sage; The Father; The Warrior; The King,Green; Blue; White; Black; Red; Gold,EMERALD; CLEAR-QUARTZ; AMETHYST; BLACK-TOURMALINE; BLOODSTONE; HEMATITE,Archangel Raphael [Other]; Christos [Other]; Kuan Yin [Other]; Apollo [Other]; Archangel Michael [Other]; Athena [Other]; Hathor [Egyptian]; Ma’at [Other],Water; Air; Fire; Earth,528 Hz — Miracles; 432 Hz — Harmony; 285 Hz — Transformation; 174 Hz — Foundation; 417 Hz — Facilitation; 147.85 Hz — Saturn,Conjunctio — Union; Albus — The White One; Laetitia — Joy; Fortuna Major — Greater Fortune; Carcer — The Prison; Caput Draconis — Dragon’s Head,Circle; Vesica Piscis; Hexagon; Square; Triangle,27 — Nourishment (Yi); 48 — The Well (Jing); 50 — The Cauldron (Ding); 14 — Possession (Da You); 26 — Great Taming (Da Chu); 52 — Keeping Still (Gen),Tiferet (Beauty); Hod (Glory); Yesod (Foundation); Geburah (Severity); Chesed (Mercy); Malkuth (Kingdom),Aleph; Heh; Mem; Yod; Daleth; Tav; Resh,A; H; R; C; D; T,XIV — Temperance; XVII — The Star; IX — The Hermit; IV — The Emperor; VIII — Strength; V — The Hierophant,Men; Muluk; Etznab,Gold; Mercury; Silver; Lead; Iron; Tin,Six of Pentacles; Queen of Cups; Ace of Cups; Nine of Wands; King of Wands; Four of Pentacles,E; A; G; F; D,6; 9; 4; 8,Heart; Immune system; Lungs; Adrenals; Bones,☉ Sun; ☿ Mercury; ☽ Moon; ♄ Saturn; ♂ Mars; ♃ Jupiter,Angelica,Dodecahedron; Icosahedron; Hexahedron; Tetrahedron,"Self-sacrifice (The shadow of service/martyrdom); Frivolity (False optimism, Sentimentality); Dogmatism (Fanaticism); Domination (Harshness)","Renewal (Transformation, Resurrection); Devotion (Loyalty, Mercy, Compassion, Empathy); Clarity (Illumination, Healing, Vision); Sovereignty (Authority, Nobility, Justice); Will (Drive, Resolve, Bravery); Preservation (Survival, Resource awareness)",♍ Virgo; ♓ Pisces; ♑ Capricorn; ♈ Aries; ♐ Sagittarius,ROOT-MULADHARA; SOLAR-PLEXUS-MANIPURA; CROWN-SAHASRARA
